id_puskesmas,puskesmas,wilayah,dimensi,n_ulasan,n_keluhan,komposisi_%,intensitas,intensitas_CI95,intensitas_shrunk,skor_1_5,kepercayaan,cukup_dinilai
PKM_BTL_001,Bambanglipuro,Bantul,Responsiveness,27,11,26.8,0.407,"[0.25, 0.59]",0.406,3.05,Datanya sedang,True
PKM_BTL_002,Banguntapan 1,Bantul,Responsiveness,69,28,25.9,0.406,"[0.30, 0.52]",0.405,3.02,Cukup banyak data,True
PKM_BTL_003,Banguntapan 2,Bantul,Responsiveness,89,39,27.3,0.438,"[0.34, 0.54]",0.434,3.36,Cukup banyak data,True
PKM_BTL_004,Banguntapan 3,Bantul,Responsiveness,68,23,22.8,0.338,"[0.24, 0.46]",0.348,2.32,Cukup banyak data,True
PKM_BTL_005,Bantul 1,Bantul,Responsiveness,50,23,25.8,0.46,"[0.33, 0.60]",0.449,3.71,Cukup banyak data,True
PKM_BTL_006,Bantul 2,Bantul,Responsiveness,33,20,33.3,0.606,"[0.44, 0.75]",0.551,4.78,Cukup banyak data,True
PKM_BTL_007,Dlingo 1,Bantul,Responsiveness,19,6,24.0,0.316,"[0.15, 0.54]",0.35,2.35,Datanya sedang,True
PKM_BTL_008,Dlingo 2,Bantul,Responsiveness,9,3,27.3,0.333,"[0.12, 0.65]",0.373,2.7,Data terbatas,False
PKM_BTL_009,Imogiri 1,Bantul,Responsiveness,24,8,21.6,0.333,"[0.18, 0.53]",0.357,2.42,Datanya sedang,True
PKM_BTL_010,Imogiri 2,Bantul,Responsiveness,28,16,34.8,0.571,"[0.39, 0.73]",0.52,4.43,Datanya sedang,True
PKM_BTL_011,Jetis 1,Bantul,Responsiveness,31,18,33.3,0.581,"[0.41, 0.74]",0.53,4.56,Cukup banyak data,True
PKM_BTL_012,Jetis 2,Bantul,Responsiveness,12,7,35.0,0.583,"[0.32, 0.81]",0.492,4.18,Datanya sedang,True
PKM_BTL_013,Kasihan 1,Bantul,Responsiveness,148,72,29.1,0.486,"[0.41, 0.57]",0.48,4.09,Cukup banyak data,True
PKM_BTL_014,Kasihan 2,Bantul,Responsiveness,84,40,28.2,0.476,"[0.37, 0.58]",0.467,3.93,Cukup banyak data,True
PKM_BTL_015,Kretek,Bantul,Responsiveness,26,16,33.3,0.615,"[0.43, 0.78]",0.547,4.69,Datanya sedang,True
PKM_BTL_016,Pajangan,Bantul,Responsiveness,31,18,33.3,0.581,"[0.41, 0.74]",0.53,4.56,Cukup banyak data,True
PKM_BTL_017,Pandak 1,Bantul,Responsiveness,33,12,25.5,0.364,"[0.22, 0.53]",0.374,2.76,Cukup banyak data,True
PKM_BTL_018,Pandak 2,Bantul,Responsiveness,18,8,28.6,0.444,"[0.25, 0.66]",0.428,3.3,Datanya sedang,True
PKM_BTL_019,Piyungan,Bantul,Responsiveness,40,15,24.2,0.375,"[0.24, 0.53]",0.382,2.86,Cukup banyak data,True
PKM_BTL_020,Pleret,Bantul,Responsiveness,47,23,29.5,0.489,"[0.35, 0.63]",0.471,3.99,Cukup banyak data,True
PKM_BTL_021,Pundong,Bantul,Responsiveness,29,11,22.0,0.379,"[0.23, 0.56]",0.386,2.92,Datanya sedang,True
PKM_BTL_022,Sanden,Bantul,Responsiveness,23,8,21.1,0.348,"[0.19, 0.55]",0.367,2.64,Datanya sedang,True
PKM_BTL_023,Sedayu 1,Bantul,Responsiveness,28,13,28.3,0.464,"[0.30, 0.64]",0.446,3.58,Datanya sedang,True
PKM_BTL_024,Sedayu 2,Bantul,Responsiveness,26,13,33.3,0.5,"[0.32, 0.68]",0.469,3.96,Datanya sedang,True
PKM_BTL_025,Sewon 1,Bantul,Responsiveness,116,60,29.0,0.517,"[0.43, 0.61]",0.506,4.24,Cukup banyak data,True
PKM_BTL_026,Sewon 2,Bantul,Responsiveness,111,55,28.8,0.495,"[0.40, 0.59]",0.486,4.12,Cukup banyak data,True
PKM_BTL_027,Srandakan,Bantul,Responsiveness,16,8,30.8,0.5,"[0.28, 0.72]",0.458,3.77,Datanya sedang,True
PKM_SBY_001,Balas  Klumprik,Surabaya,Responsiveness,28,3,7.0,0.107,"[0.04, 0.27]",0.197,1.22,Datanya sedang,True
PKM_SBY_002,Bangkingan,Surabaya,Responsiveness,28,13,29.5,0.464,"[0.30, 0.64]",0.446,3.58,Datanya sedang,True
PKM_SBY_003,Banyu  Urip,Surabaya,Responsiveness,86,32,21.3,0.372,"[0.28, 0.48]",0.376,2.8,Cukup banyak data,True
PKM_SBY_004,Bulak  Banteng,Surabaya,Responsiveness,66,28,23.1,0.424,"[0.31, 0.54]",0.421,3.2,Cukup banyak data,True
PKM_SBY_005,Dukuh  Kupang,Surabaya,Responsiveness,146,82,32.9,0.562,"[0.48, 0.64]",0.549,4.72,Cukup banyak data,True
PKM_SBY_006,Gayungan,Surabaya,Responsiveness,123,54,25.1,0.439,"[0.35, 0.53]",0.436,3.46,Cukup banyak data,True
PKM_SBY_007,Gunung  Anyar,Surabaya,Responsiveness,157,66,23.7,0.42,"[0.35, 0.50]",0.419,3.17,Cukup banyak data,True
PKM_SBY_008,Jagir,Surabaya,Responsiveness,144,63,24.8,0.438,"[0.36, 0.52]",0.435,3.39,Cukup banyak data,True
PKM_SBY_009,Jemursari,Surabaya,Responsiveness,75,25,22.1,0.333,"[0.24, 0.45]",0.343,2.26,Cukup banyak data,True
PKM_SBY_010,Kalijudan,Surabaya,Responsiveness,69,18,17.0,0.261,"[0.17, 0.38]",0.282,1.69,Cukup banyak data,True
PKM_SBY_011,Kebonsari,Surabaya,Responsiveness,110,39,18.6,0.355,"[0.27, 0.45]",0.359,2.45,Cukup banyak data,True
PKM_SBY_012,Kedurus,Surabaya,Responsiveness,64,20,20.4,0.312,"[0.21, 0.43]",0.327,2.1,Cukup banyak data,True
PKM_SBY_013,Keputih,Surabaya,Responsiveness,149,61,23.8,0.409,"[0.33, 0.49]",0.409,3.14,Cukup banyak data,True
PKM_SBY_014,Klampis  Ngasem,Surabaya,Responsiveness,71,38,30.9,0.535,"[0.42, 0.65]",0.516,4.4,Cukup banyak data,True
PKM_SBY_015,Made,Surabaya,Responsiveness,58,12,14.1,0.207,"[0.12, 0.33]",0.241,1.6,Cukup banyak data,True
PKM_SBY_016,Menur,Surabaya,Responsiveness,115,62,27.8,0.539,"[0.45, 0.63]",0.526,4.5,Cukup banyak data,True
PKM_SBY_017,Morokrembangan,Surabaya,Responsiveness,100,45,25.9,0.45,"[0.36, 0.55]",0.445,3.55,Cukup banyak data,True
PKM_SBY_018,Mulyorejo,Surabaya,Responsiveness,73,21,16.2,0.288,"[0.20, 0.40]",0.304,1.85,Cukup banyak data,True
PKM_SBY_019,Ngagel  Rejo,Surabaya,Responsiveness,88,33,20.4,0.375,"[0.28, 0.48]",0.378,2.83,Cukup banyak data,True
PKM_SBY_020,Pakis,Surabaya,Responsiveness,66,35,29.4,0.53,"[0.41, 0.65]",0.51,4.28,Cukup banyak data,True
PKM_SBY_021,Putat  Jaya,Surabaya,Responsiveness,78,23,17.2,0.295,"[0.21, 0.40]",0.31,1.91,Cukup banyak data,True
PKM_SBY_022,Sawah  Pulo,Surabaya,Responsiveness,29,13,24.5,0.448,"[0.28, 0.62]",0.435,3.39,Datanya sedang,True
PKM_SBY_023,Sawahan,Surabaya,Responsiveness,77,24,20.0,0.312,"[0.22, 0.42]",0.324,2.07,Cukup banyak data,True
PKM_SBY_024,Sidosermo,Surabaya,Responsiveness,1,0,0.0,0.0,"[0.00, 0.79]",0.373,2.7,Data terbatas,False
PKM_SBY_025,Siwalankerto,Surabaya,Responsiveness,81,26,17.4,0.321,"[0.23, 0.43]",0.332,2.23,Cukup banyak data,True
PKM_SBY_026,Tambak  Wedi,Surabaya,Responsiveness,52,28,27.2,0.538,"[0.41, 0.67]",0.513,4.34,Cukup banyak data,True
PKM_SBY_027,Wiyung,Surabaya,Responsiveness,109,30,16.6,0.275,"[0.20, 0.37]",0.288,1.76,Cukup banyak data,True
PKM_SBY_028,Wonokromo,Surabaya,Responsiveness,82,39,25.5,0.476,"[0.37, 0.58]",0.466,3.9,Cukup banyak data,True
PKM_SBY_029,Asemrowo,Surabaya,Responsiveness,60,33,29.7,0.55,"[0.42, 0.67]",0.525,4.46,Cukup banyak data,True
PKM_SBY_030,Balongsari,Surabaya,Responsiveness,85,36,25.7,0.424,"[0.32, 0.53]",0.421,3.2,Cukup banyak data,True
PKM_SBY_031,Benowo,Surabaya,Responsiveness,46,16,22.5,0.348,"[0.23, 0.49]",0.359,2.45,Cukup banyak data,True
PKM_SBY_032,Dr Soetomo,Surabaya,Responsiveness,134,24,11.0,0.179,"[0.12, 0.25]",0.198,1.25,Cukup banyak data,True
PKM_SBY_033,Dupak,Surabaya,Responsiveness,54,24,24.5,0.444,"[0.32, 0.58]",0.437,3.49,Cukup banyak data,True
PKM_SBY_034,Gading,Surabaya,Responsiveness,142,58,24.6,0.408,"[0.33, 0.49]",0.408,3.08,Cukup banyak data,True
PKM_SBY_035,Gundih,Surabaya,Responsiveness,68,24,20.5,0.353,"[0.25, 0.47]",0.361,2.54,Cukup banyak data,True
PKM_SBY_036,Jeruk,Surabaya,Responsiveness,49,22,24.7,0.449,"[0.32, 0.59]",0.44,3.52,Cukup banyak data,True
PKM_SBY_037,Kalirungkut,Surabaya,Responsiveness,109,68,36.0,0.624,"[0.53, 0.71]",0.601,4.97,Cukup banyak data,True
PKM_SBY_038,Kedungdoro,Surabaya,Responsiveness,73,39,27.9,0.534,"[0.42, 0.64]",0.515,4.37,Cukup banyak data,True
PKM_SBY_039,Kenjeran,Surabaya,Responsiveness,92,43,27.4,0.467,"[0.37, 0.57]",0.46,3.87,Cukup banyak data,True
PKM_SBY_040,Ketabang,Surabaya,Responsiveness,43,8,11.0,0.186,"[0.10, 0.33]",0.234,1.5,Cukup banyak data,True
PKM_SBY_041,Krembangan Selatan,Surabaya,Responsiveness,94,54,33.3,0.574,"[0.47, 0.67]",0.555,4.81,Cukup banyak data,True
PKM_SBY_042,Lidah Kulon,Surabaya,Responsiveness,33,11,19.6,0.333,"[0.20, 0.50]",0.352,2.39,Cukup banyak data,True
PKM_SBY_043,Lontar,Surabaya,Responsiveness,70,32,24.8,0.457,"[0.35, 0.57]",0.449,3.71,Cukup banyak data,True
PKM_SBY_044,Manukan Kulon,Surabaya,Responsiveness,113,64,30.5,0.566,"[0.47, 0.65]",0.55,4.75,Cukup banyak data,True
PKM_SBY_045,Medokan Ayu,Surabaya,Responsiveness,211,116,31.4,0.55,"[0.48, 0.62]",0.542,4.65,Cukup banyak data,True
PKM_SBY_046,Mojo,Surabaya,Responsiveness,162,82,28.6,0.506,"[0.43, 0.58]",0.499,4.21,Cukup banyak data,True
PKM_SBY_047,Pacar Keling,Surabaya,Responsiveness,117,53,26.4,0.453,"[0.37, 0.54]",0.448,3.68,Cukup banyak data,True
PKM_SBY_048,Pegirian,Surabaya,Responsiveness,36,11,17.5,0.306,"[0.18, 0.47]",0.33,2.17,Cukup banyak data,True
PKM_SBY_049,Peneleh,Surabaya,Responsiveness,72,38,32.2,0.528,"[0.41, 0.64]",0.51,4.28,Cukup banyak data,True
PKM_SBY_050,Perak Timur,Surabaya,Responsiveness,87,33,23.6,0.379,"[0.28, 0.48]",0.382,2.86,Cukup banyak data,True
PKM_SBY_051,Pucangsewu,Surabaya,Responsiveness,78,48,33.1,0.615,"[0.50, 0.72]",0.586,4.94,Cukup banyak data,True
PKM_SBY_052,Rangkah,Surabaya,Responsiveness,82,48,30.2,0.585,"[0.48, 0.69]",0.562,4.84,Cukup banyak data,True
PKM_SBY_053,Sememi,Surabaya,Responsiveness,127,59,26.5,0.465,"[0.38, 0.55]",0.459,3.83,Cukup banyak data,True
PKM_SBY_054,Sidotopo,Surabaya,Responsiveness,62,37,35.6,0.597,"[0.47, 0.71]",0.565,4.87,Cukup banyak data,True
PKM_SBY_055,Sidotopo Wetan,Surabaya,Responsiveness,118,36,19.4,0.305,"[0.23, 0.39]",0.314,1.98,Cukup banyak data,True
PKM_SBY_056,Simolawang,Surabaya,Responsiveness,36,21,31.3,0.583,"[0.42, 0.73]",0.537,4.62,Cukup banyak data,True
PKM_SBY_057,Simomulyo,Surabaya,Responsiveness,115,55,27.9,0.478,"[0.39, 0.57]",0.471,3.99,Cukup banyak data,True
PKM_SBY_058,Tambakrejo,Surabaya,Responsiveness,84,38,26.8,0.452,"[0.35, 0.56]",0.446,3.58,Cukup banyak data,True
PKM_SBY_059,Tanah Kali Kedinding,Surabaya,Responsiveness,110,51,27.0,0.464,"[0.37, 0.56]",0.458,3.77,Cukup banyak data,True
PKM_SBY_060,Tanjungsari,Surabaya,Responsiveness,68,29,23.0,0.426,"[0.32, 0.54]",0.423,3.27,Cukup banyak data,True
PKM_SBY_061,Tembok Dukuh,Surabaya,Responsiveness,114,42,21.3,0.368,"[0.29, 0.46]",0.372,2.67,Cukup banyak data,True
PKM_SBY_062,Tenggilis,Surabaya,Responsiveness,86,47,29.6,0.547,"[0.44, 0.65]",0.529,4.53,Cukup banyak data,True
PKM_SBY_063,Wonokusumo,Surabaya,Responsiveness,100,39,24.1,0.39,"[0.30, 0.49]",0.391,2.95,Cukup banyak data,True
PKM_SMG_001,Bandarharjo,Semarang,Responsiveness,33,9,21.4,0.273,"[0.15, 0.44]",0.308,1.88,Cukup banyak data,True
PKM_SMG_002,Bangetayu,Semarang,Responsiveness,88,23,20.5,0.261,"[0.18, 0.36]",0.279,1.66,Cukup banyak data,True
PKM_SMG_003,Bugangan,Semarang,Responsiveness,11,2,18.2,0.182,"[0.05, 0.48]",0.298,1.82,Datanya sedang,True
PKM_SMG_004,Bulu Lor,Semarang,Responsiveness,33,8,21.1,0.242,"[0.13, 0.41]",0.286,1.72,Cukup banyak data,True
PKM_SMG_005,Candilama,Semarang,Responsiveness,71,6,7.5,0.085,"[0.04, 0.17]",0.132,1.03,Cukup banyak data,True
PKM_SMG_006,Gayamsari,Semarang,Responsiveness,52,10,16.9,0.192,"[0.11, 0.32]",0.233,1.47,Cukup banyak data,True
PKM_SMG_007,Genuk,Semarang,Responsiveness,28,4,11.4,0.143,"[0.06, 0.31]",0.222,1.38,Datanya sedang,True
PKM_SMG_008,Gunungpati,Semarang,Responsiveness,54,19,29.7,0.352,"[0.24, 0.49]",0.361,2.54,Cukup banyak data,True
PKM_SMG_009,Halmahera,Semarang,Responsiveness,44,18,31.6,0.409,"[0.28, 0.56]",0.408,3.08,Cukup banyak data,True
PKM_SMG_010,Kagok,Semarang,Responsiveness,51,20,31.2,0.392,"[0.27, 0.53]",0.394,2.98,Cukup banyak data,True
PKM_SMG_011,Karangayu,Semarang,Responsiveness,68,3,3.4,0.044,"[0.02, 0.12]",0.099,1.0,Cukup banyak data,True
PKM_SMG_012,Karangdoro,Semarang,Responsiveness,47,3,5.3,0.064,"[0.02, 0.17]",0.134,1.06,Cukup banyak data,True
PKM_SMG_013,Karangmalang,Semarang,Responsiveness,25,3,11.1,0.12,"[0.04, 0.30]",0.213,1.28,Datanya sedang,True
PKM_SMG_014,Kedungmundu,Semarang,Responsiveness,89,43,40.2,0.483,"[0.38, 0.59]",0.473,4.06,Cukup banyak data,True
PKM_SMG_015,Krobokan,Semarang,Responsiveness,39,4,9.3,0.103,"[0.04, 0.24]",0.175,1.16,Cukup banyak data,True
PKM_SMG_016,Lamper Tengah,Semarang,Responsiveness,23,6,25.0,0.261,"[0.13, 0.46]",0.31,1.91,Datanya sedang,True
PKM_SMG_017,Lebdosari,Semarang,Responsiveness,47,14,23.3,0.298,"[0.19, 0.44]",0.32,2.04,Cukup banyak data,True
PKM_SMG_018,Mangkang,Semarang,Responsiveness,8,2,18.2,0.25,"[0.07, 0.59]",0.343,2.26,Data terbatas,False
PKM_SMG_019,Manyaran,Semarang,Responsiveness,42,7,14.9,0.167,"[0.08, 0.31]",0.22,1.35,Cukup banyak data,True
PKM_SMG_020,Mijen,Semarang,Responsiveness,76,15,16.1,0.197,"[0.12, 0.30]",0.226,1.41,Cukup banyak data,True
PKM_SMG_021,Miroto,Semarang,Responsiveness,25,4,14.8,0.16,"[0.06, 0.35]",0.24,1.57,Datanya sedang,True
PKM_SMG_022,Ngaliyan,Semarang,Responsiveness,77,16,15.8,0.208,"[0.13, 0.31]",0.235,1.54,Cukup banyak data,True
PKM_SMG_023,Ngemplak Simongan,Semarang,Responsiveness,22,15,55.6,0.682,"[0.47, 0.84]",0.582,4.91,Datanya sedang,True
PKM_SMG_024,Ngesrep,Semarang,Responsiveness,33,2,6.1,0.061,"[0.02, 0.20]",0.154,1.09,Cukup banyak data,True
PKM_SMG_025,Padangsari,Semarang,Responsiveness,22,6,23.1,0.273,"[0.13, 0.48]",0.319,2.01,Datanya sedang,True
PKM_SMG_026,Pandanaran,Semarang,Responsiveness,38,4,8.2,0.105,"[0.04, 0.24]",0.178,1.19,Cukup banyak data,True
PKM_SMG_027,Pegandan,Semarang,Responsiveness,2,2,66.7,1.0,"[0.34, 1.00]",0.486,4.12,Data terbatas,False
PKM_SMG_028,Poncol,Semarang,Responsiveness,39,8,17.0,0.205,"[0.11, 0.36]",0.253,1.63,Cukup banyak data,True
PKM_SMG_029,Pudakpayung,Semarang,Responsiveness,21,7,24.1,0.333,"[0.17, 0.55]",0.359,2.45,Datanya sedang,True
PKM_SMG_030,Purwoyoso,Semarang,Responsiveness,27,8,23.5,0.296,"[0.16, 0.48]",0.33,2.17,Datanya sedang,True
PKM_SMG_031,Rowosari,Semarang,Responsiveness,62,27,35.5,0.435,"[0.32, 0.56]",0.43,3.33,Cukup banyak data,True
PKM_SMG_032,Sekaran,Semarang,Responsiveness,62,22,30.6,0.355,"[0.25, 0.48]",0.363,2.61,Cukup banyak data,True
PKM_SMG_033,Srondol,Semarang,Responsiveness,38,6,12.5,0.158,"[0.07, 0.30]",0.218,1.31,Cukup banyak data,True
PKM_SMG_034,Tambakaji,Semarang,Responsiveness,18,2,8.7,0.111,"[0.03, 0.33]",0.23,1.44,Datanya sedang,True
PKM_SMG_035,Telogosari Kulon,Semarang,Responsiveness,96,27,21.1,0.281,"[0.20, 0.38]",0.295,1.79,Cukup banyak data,True
PKM_SMG_036,Telogosari Wetan,Semarang,Responsiveness,54,6,9.4,0.111,"[0.05, 0.22]",0.165,1.13,Cukup banyak data,True
PKM_SMG_037,Karanganyar,Semarang,Responsiveness,12,3,20.0,0.25,"[0.09, 0.53]",0.327,2.1,Datanya sedang,True
PKM_BTL_001,Bambanglipuro,Bantul,Reliability,27,8,19.5,0.296,"[0.16, 0.48]",0.388,1.44,Datanya sedang,True
PKM_BTL_002,Banguntapan 1,Bantul,Reliability,69,27,25.0,0.391,"[0.28, 0.51]",0.413,1.85,Cukup banyak data,True
PKM_BTL_003,Banguntapan 2,Bantul,Reliability,89,35,24.5,0.393,"[0.30, 0.50]",0.411,1.76,Cukup banyak data,True
PKM_BTL_004,Banguntapan 3,Bantul,Reliability,68,19,18.8,0.279,"[0.19, 0.40]",0.342,1.0,Cukup banyak data,True
PKM_BTL_005,Bantul 1,Bantul,Reliability,50,24,27.0,0.48,"[0.35, 0.61]",0.467,3.43,Cukup banyak data,True
PKM_BTL_006,Bantul 2,Bantul,Reliability,33,11,18.3,0.333,"[0.20, 0.50]",0.397,1.6,Cukup banyak data,True
PKM_BTL_007,Dlingo 1,Bantul,Reliability,19,4,16.0,0.211,"[0.09, 0.43]",0.373,1.22,Datanya sedang,True
PKM_BTL_008,Dlingo 2,Bantul,Reliability,9,4,36.4,0.444,"[0.19, 0.73]",0.45,2.98,Data terbatas,False
PKM_BTL_009,Imogiri 1,Bantul,Reliability,24,13,35.1,0.542,"[0.35, 0.72]",0.486,3.99,Datanya sedang,True
PKM_BTL_010,Imogiri 2,Bantul,Reliability,28,11,23.9,0.393,"[0.24, 0.58]",0.427,2.26,Datanya sedang,True
PKM_BTL_011,Jetis 1,Bantul,Reliability,31,18,33.3,0.581,"[0.41, 0.74]",0.508,4.53,Cukup banyak data,True
PKM_BTL_012,Jetis 2,Bantul,Reliability,12,5,25.0,0.417,"[0.19, 0.68]",0.443,2.76,Datanya sedang,True
PKM_BTL_013,Kasihan 1,Bantul,Reliability,148,53,21.5,0.358,"[0.29, 0.44]",0.378,1.28,Cukup banyak data,True
PKM_BTL_014,Kasihan 2,Bantul,Reliability,84,41,28.9,0.488,"[0.38, 0.59]",0.476,3.74,Cukup banyak data,True
PKM_BTL_015,Kretek,Bantul,Reliability,26,14,29.2,0.538,"[0.35, 0.71]",0.486,3.99,Datanya sedang,True
PKM_BTL_016,Pajangan,Bantul,Reliability,31,13,24.1,0.419,"[0.26, 0.59]",0.437,2.48,Cukup banyak data,True
PKM_BTL_017,Pandak 1,Bantul,Reliability,33,14,29.8,0.424,"[0.27, 0.59]",0.439,2.64,Cukup banyak data,True
PKM_BTL_018,Pandak 2,Bantul,Reliability,18,8,28.6,0.444,"[0.25, 0.66]",0.449,2.92,Datanya sedang,True
PKM_BTL_019,Piyungan,Bantul,Reliability,40,22,35.5,0.55,"[0.40, 0.69]",0.501,4.37,Cukup banyak data,True
PKM_BTL_020,Pleret,Bantul,Reliability,47,20,25.6,0.426,"[0.30, 0.57]",0.437,2.48,Cukup banyak data,True
PKM_BTL_021,Pundong,Bantul,Reliability,29,18,36.0,0.621,"[0.44, 0.77]",0.523,4.72,Datanya sedang,True
PKM_BTL_022,Sanden,Bantul,Reliability,23,8,21.1,0.348,"[0.19, 0.55]",0.413,1.85,Datanya sedang,True
PKM_BTL_023,Sedayu 1,Bantul,Reliability,28,14,30.4,0.5,"[0.33, 0.67]",0.472,3.61,Datanya sedang,True
PKM_BTL_024,Sedayu 2,Bantul,Reliability,26,14,35.9,0.538,"[0.35, 0.71]",0.486,3.99,Datanya sedang,True
PKM_BTL_025,Sewon 1,Bantul,Reliability,116,55,26.6,0.474,"[0.39, 0.56]",0.468,3.49,Cukup banyak data,True
PKM_BTL_026,Sewon 2,Bantul,Reliability,111,49,25.7,0.441,"[0.35, 0.53]",0.444,2.83,Cukup banyak data,True
PKM_BTL_027,Srandakan,Bantul,Reliability,16,7,26.9,0.438,"[0.23, 0.67]",0.447,2.89,Datanya sedang,True
PKM_SBY_001,Balas  Klumprik,Surabaya,Reliability,28,18,41.9,0.643,"[0.46, 0.79]",0.531,4.78,Datanya sedang,True
PKM_SBY_002,Bangkingan,Surabaya,Reliability,28,7,15.9,0.25,"[0.13, 0.43]",0.367,1.13,Datanya sedang,True
PKM_SBY_003,Banyu  Urip,Surabaya,Reliability,86,49,32.7,0.57,"[0.46, 0.67]",0.533,4.81,Cukup banyak data,True
PKM_SBY_004,Bulak  Banteng,Surabaya,Reliability,66,37,30.6,0.561,"[0.44, 0.67]",0.52,4.69,Cukup banyak data,True
PKM_SBY_005,Dukuh  Kupang,Surabaya,Reliability,146,67,26.9,0.459,"[0.38, 0.54]",0.457,3.17,Cukup banyak data,True
PKM_SBY_006,Gayungan,Surabaya,Reliability,123,64,29.8,0.52,"[0.43, 0.61]",0.504,4.43,Cukup banyak data,True
PKM_SBY_007,Gunung  Anyar,Surabaya,Reliability,157,72,25.8,0.459,"[0.38, 0.54]",0.457,3.17,Cukup banyak data,True
PKM_SBY_008,Jagir,Surabaya,Reliability,144,69,27.2,0.479,"[0.40, 0.56]",0.473,3.65,Cukup banyak data,True
PKM_SBY_009,Jemursari,Surabaya,Reliability,75,27,23.9,0.36,"[0.26, 0.47]",0.391,1.5,Cukup banyak data,True
PKM_SBY_010,Kalijudan,Surabaya,Reliability,69,31,29.2,0.449,"[0.34, 0.57]",0.45,2.98,Cukup banyak data,True
PKM_SBY_011,Kebonsari,Surabaya,Reliability,110,58,27.6,0.527,"[0.43, 0.62]",0.507,4.5,Cukup banyak data,True
PKM_SBY_012,Kedurus,Surabaya,Reliability,64,27,27.6,0.422,"[0.31, 0.54]",0.433,2.39,Cukup banyak data,True
PKM_SBY_013,Keputih,Surabaya,Reliability,149,60,23.4,0.403,"[0.33, 0.48]",0.413,1.85,Cukup banyak data,True
PKM_SBY_014,Klampis  Ngasem,Surabaya,Reliability,71,37,30.1,0.521,"[0.41, 0.63]",0.496,4.34,Cukup banyak data,True
PKM_SBY_015,Made,Surabaya,Reliability,58,20,23.5,0.345,"[0.24, 0.47]",0.388,1.44,Cukup banyak data,True
PKM_SBY_016,Menur,Surabaya,Reliability,115,57,25.6,0.496,"[0.41, 0.59]",0.484,3.96,Cukup banyak data,True
PKM_SBY_017,Morokrembangan,Surabaya,Reliability,100,34,19.5,0.34,"[0.25, 0.44]",0.371,1.16,Cukup banyak data,True
PKM_SBY_018,Mulyorejo,Surabaya,Reliability,73,37,28.5,0.507,"[0.39, 0.62]",0.487,4.12,Cukup banyak data,True
PKM_SBY_019,Ngagel  Rejo,Surabaya,Reliability,88,41,25.3,0.466,"[0.37, 0.57]",0.461,3.24,Cukup banyak data,True
PKM_SBY_020,Pakis,Surabaya,Reliability,66,34,28.6,0.515,"[0.40, 0.63]",0.491,4.24,Cukup banyak data,True
PKM_SBY_021,Putat  Jaya,Surabaya,Reliability,78,43,32.1,0.551,"[0.44, 0.66]",0.518,4.62,Cukup banyak data,True
PKM_SBY_022,Sawah  Pulo,Surabaya,Reliability,29,15,28.3,0.517,"[0.34, 0.69]",0.479,3.83,Datanya sedang,True
PKM_SBY_023,Sawahan,Surabaya,Reliability,77,28,23.3,0.364,"[0.27, 0.48]",0.393,1.54,Cukup banyak data,True
PKM_SBY_024,Sidosermo,Surabaya,Reliability,1,0,0.0,0.0,"[0.00, 0.79]",0.44,2.7,Data terbatas,False
PKM_SBY_025,Siwalankerto,Surabaya,Reliability,81,48,32.2,0.593,"[0.48, 0.69]",0.547,4.94,Cukup banyak data,True
PKM_SBY_026,Tambak  Wedi,Surabaya,Reliability,52,29,28.2,0.558,"[0.42, 0.68]",0.512,4.59,Cukup banyak data,True
PKM_SBY_027,Wiyung,Surabaya,Reliability,109,44,24.3,0.404,"[0.32, 0.50]",0.416,1.98,Cukup banyak data,True
PKM_SBY_028,Wonokromo,Surabaya,Reliability,82,47,30.7,0.573,"[0.47, 0.67]",0.534,4.84,Cukup banyak data,True
PKM_SBY_029,Asemrowo,Surabaya,Reliability,60,30,27.0,0.5,"[0.38, 0.62]",0.481,3.9,Cukup banyak data,True
PKM_SBY_030,Balongsari,Surabaya,Reliability,85,42,30.0,0.494,"[0.39, 0.60]",0.481,3.9,Cukup banyak data,True
PKM_SBY_031,Benowo,Surabaya,Reliability,46,21,29.6,0.457,"[0.32, 0.60]",0.454,3.08,Cukup banyak data,True
PKM_SBY_032,Dr Soetomo,Surabaya,Reliability,134,47,21.5,0.351,"[0.28, 0.43]",0.374,1.25,Cukup banyak data,True
PKM_SBY_033,Dupak,Surabaya,Reliability,54,27,27.6,0.5,"[0.37, 0.63]",0.48,3.87,Cukup banyak data,True
PKM_SBY_034,Gading,Surabaya,Reliability,142,61,25.8,0.43,"[0.35, 0.51]",0.434,2.42,Cukup banyak data,True
PKM_SBY_035,Gundih,Surabaya,Reliability,68,29,24.8,0.426,"[0.32, 0.54]",0.436,2.45,Cukup banyak data,True
PKM_SBY_036,Jeruk,Surabaya,Reliability,49,24,27.0,0.49,"[0.36, 0.63]",0.473,3.65,Cukup banyak data,True
PKM_SBY_037,Kalirungkut,Surabaya,Reliability,109,53,28.0,0.486,"[0.39, 0.58]",0.477,3.77,Cukup banyak data,True
PKM_SBY_038,Kedungdoro,Surabaya,Reliability,73,37,26.4,0.507,"[0.39, 0.62]",0.487,4.12,Cukup banyak data,True
PKM_SBY_039,Kenjeran,Surabaya,Reliability,92,38,24.2,0.413,"[0.32, 0.52]",0.424,2.13,Cukup banyak data,True
